uuid,title_en,title_fr,short_form_en,short_form_fr,department_number,umd_number,open_canada_id
1b0f90ff-3458-47a6-99fd-28af6e006d75,Polar Knowledge Canada,Savoir polaire Canada,POLAR,POLAIRE,143,89,polar-polaire
b4b763c3-4b7f-5d50-a57a-b9c2fc1c718c,Port Alberni Port Authority,Administration portuaire de Port Alberni,PAPA,APPA,174,230,papa-appa
5b497933-416b-4c5f-8b3b-d59054ce7c77,Port-aux-Choix Private Investments Inc.,Port-aux-Choix Private Investments Inc.,PACPI,PACPI,,506,pacpi
e0dbdcf1-cb74-56e3-8930-fae44afe5bac,Port of Belledune,Port de Belledune,PB,PB,60001,133,pb
c26063c1-511a-5343-b0a7-1d651aef3efb,Port of Sept-Iles,Port de Sept-Îles,PSI,PSI,219,244,psi
2bcfc423-1fbe-5354-8898-91e141a27209,Port of Trois-Rivières,Port de Trois-Rivières,PTR,PTR,133,256,ptr
33d1e37e-0202-4954-ba37-c067fa005473,Potton Holdings Inc.,Potton Holdings Inc.,PHOLD,PHOLD,,507,phold
42f9cf70-be34-56cd-8ef3-743fc3378452,PPP Canada Inc.,PPP Canada Inc.,PPP,PPP,155,231,ppp
f73d09a8-a55a-4a7b-b78a-8b9e9f7cd3d2,Prairies Economic Development Canada,Développement économique Canada pour les Prairies,PrairiesCan,PrairiesCan,,,prairiescan
e3c4888c-df5f-4b46-84ab-12410e7a235b,President of the King's Privy Council for Canada,Président du Conseil privé du Roi pour le Canada,PKCC,PCPRC,,,pkcc-pcprc
57b2f507-4d22-42ed-a844-85498d0091c6,Prince Rupert Port Authority,L'Administration portuaire de Prince Rupert,PRPA,APPR,89632,233,prpa-appr
26df0856-0fa2-404c-87e9-21443f333990,Privy Council Office,Bureau du Conseil privé,PCO,BCP,173,87,pco-bcp
0b62b449-72b3-428d-b263-18af09d2376a,PSP Capital Inc.,PSP Capital Inc.,PCAP,PCAP,,508,pcap
8bf7ed6a-a596-4c51-adf7-e4a03e843dc1,PSP Finco Inc.,PSP Finco Inc.,PFINC,PFINC,,509,pfinc
255010ef-e70e-4664-8368-7c148331d837,PSP H2O FL GP INC.,PSP H2O FL GP INC.,PHFGI,PHFGI,,542,phfgi
6b7fb543-d4d7-4c77-96d1-c9213aa0e37c,PSPIB-Andes Inc.,PSPIB-Andes Inc.,PANDE,PANDE,,535,pande
434fb063-0748-475d-a178-9d47a4319456,PSPIB Baltimore G.P. Inc.,PSPIB Baltimore G.P. Inc.,PBGP,PBGP,,513,pbgp
c5be4ea5-172d-4190-8b18-0a5fe65be351,PSPIB Bromont Investments Inc.,PSPIB Bromont Investments Inc.,PBI,PBI,,546,pbi
beafac9a-359b-49b7-9da9-263e7ecd332b,PSPIB-CCR Inc.,PSPIB-CCR Inc.,PCCR,PCCR,,536,pccr
13821335-a75d-41f7-80ac-972a77500da0,PSPIB-Condor Inc.,PSPIB-Condor Inc.,PCON,PCON,,537,pcon
5ce07bbb-557d-480c-8b2b-b5122c1f31aa,PSPIB Deep South Inc.,PSPIB Deep South Inc.,PDS,PDS,,514,pds
96a8cc00-05ec-41c8-b205-95e289364795,PSPIB DevCol Inc.,PSPIB DevCol Inc.,PDEV,PDEV,,547,pdev
f5e9d29b-f448-4d14-8ca0-a085889bd849,PSPIB-Eldorado Inc.,PSPIB-Eldorado Inc.,PELD,PELD,,538,peld
f23ad116-a00a-4ddf-ae90-cd2f9cd288bb,PSPIB Emerald Inc.,PSPIB Emerald Inc.,PEMER,PEMER,,515,pemer
383a65c7-e8f4-4b66-a89e-145f670dd366,PSPIB Golden Range Cattle II Inc.,PSPIB Golden Range Cattle II Inc.,PGRCI,PGRCI,,519,pgrci
8564948b-d70e-49f7-a221-d9b2ce39e9a8,PSPIB Golden Range Cattle Inc.,PSPIB Golden Range Cattle Inc.,PGRC,PGRC,,520,pgrc
0840d3bb-1c69-4072-86dc-001a326c19a9,PSPIB G.P. Finance Inc.,PSPIB G.P. Finance Inc.,PGPF,PGPF,,516,pgpf
6ba957dc-bf10-4478-99e2-77201eb9e37c,PSPIB G.P. Inc.,PSPIB G.P. Inc.,PGP,PGP,,517,pgp
0b70db02-4886-4444-bfe7-6fe6ca96f6c5,PSPIB G.P. Partners Inc.,PSPIB G.P. Partners Inc.,PGPP,PGPP,,518,pgpp
93d31d33-63eb-481b-b127-dc5db983f214,PSPIB Homes Inc.,PSPIB Homes Inc.,PHOMES,PHOMES,,523,phomes
43f8c270-c496-4419-822a-40fc78b346b7,PSPIB IRP60 Inc.,PSPIB IRP60 Inc.,PIRP,PIRP,,524,pirp
2fc51b73-c851-4ab7-b389-67938907008d,PSPIB-LSF Inc.,PSPIB-LSF Inc.,PLSF,PLSF,,539,plsf
2579fc31-e7a7-43cd-bc2a-c78b2be88c4d,PSPIB LUNAR INVESTMENTS INC.,PSPIB LUNAR INVESTMENTS INC.,PLII,PLII,,525,plii
bc4f6f2f-5687-430e-8675-7c26c455f794,PSPIB MEXICO GP INC.,PSPIB MEXICO GP INC.,PMGI,PMGI,,526,pmgi
07bab840-d734-402a-9d21-7e6350a72bb0,PSPIB Michigan G.P. Inc.,PSPIB Michigan G.P. Inc.,PMGP,PMGP,,527,pmgp
4ac55f7b-2135-4375-80bd-e61299f057d5,PSPIB-MSR Inc.,PSPIB-MSR Inc.,PMSR,PMSR,,551,pmsr
6dc6433a-be1b-436e-b85f-0b75a06b3cac,PSPIB-Newbury G.P. Inc.,PSPIB-Newbury G.P. Inc.,PNGP,PNGP,,552,pngp
cd1d6874-ee30-46d2-ab64-9385375e7f09,PSPIB Orchid Inc.,PSPIB Orchid Inc.,PORCH,PORCH,,528,porch
7c09a13a-826f-4cb9-85ad-93fba58dad65,PSPIB Paisas Inc.,PSPIB Paisas Inc.,PPAIS,PPAIS,,548,ppais
e7751d89-1144-4d47-a6fb-9192d65fc4a6,PSPIB Pennsylvania Investments Inc.,PSPIB Pennsylvania Investments Inc.,PPI,PPI,,529,ppi
7adce972-0473-48b6-9a80-b49f49e6bcf8,PSPIB Realty International Inc. / PSPIB Immobilier International Inc.,PSPIB Realty International Inc. / PSPIB Immobilier International Inc.,PRIPII,PRIPII,,530,pripii
6defe2d0-0cbb-4b95-a033-fbd9f8246455,PSPIB-RE Finance Inc.,PSPIB-RE Finance Inc.,PRF,PRF,,553,prf
2e13ce95-b8d9-4198-add2-76bb9df09ebf,PSPIB-RE Finance Partners II Inc.,PSPIB-RE Finance Partners II Inc.,PRFPI,PRFPI,,555,prfpi
927f34ae-5f8e-4dfc-b4d2-33c8b200ea70,PSPIB-RE Finance Partners Inc.,PSPIB-RE Finance Partners Inc.,PRFP,PRFP,,554,prfp
fa8dd92c-9d4f-431d-b6c4-5f068eab80ce,PSPIB-RE MANCHESTER INC.,PSPIB-RE MANCHESTER INC.,PRMI,PRMI,,556,prmi
46cc2d84-7264-4e66-878e-08bdd3fde725,PSPIB-RE Partners II Inc.,PSPIB-RE Partners II Inc.,PRPI,PRPI,,558,prpi
d7c8ca3b-c490-40ab-90ca-5603783f1283,PSPIB-RE Partners Inc.,PSPIB-RE Partners Inc.,PRP,PRP,,557,prp
556abbc2-06f5-420e-92a1-c9915b9496c7,PSPIB-RE UK Inc.,PSPIB-RE UK Inc.,PRU,PRU,,559,pru
7f3b012e-7ffa-4ef1-ab59-7476a56ec451,PSPIB-SDL Inc.,PSPIB-SDL Inc.,PSDL,PSDL,,560,psdl
b71f5ed5-1ec9-43a4-bcbb-b5e1f1a3e7e1,PSPIB-Star Inc.,PSPIB-Star Inc.,PSTAR,PSSTAR,,561,pstar-psstar
26406b46-c885-4e20-a794-66ba3c1d3340,PSPIB Waiheke Inc.,PSPIB Waiheke Inc.,PWAIH,PWAIH,,534,pwaih
6cbd5226-20a1-4a0b-88e7-462933e8fe5a,PSPIB WEXFORD INVESTMENTS INC.,PSPIB WEXFORD INVESTMENTS INC.,PWII,PWII,,549,pwii
93948568-af52-4f9f-9492-9b4b7c79fb1e,PSP Investments Canada Inc./Investissements PSP Canada Inc.,PSP Investments Canada Inc./Investissements PSP Canada Inc.,PICPC,PICPC,,543,picpc
9c5ccc98-4e76-4197-944c-ddf2ac395b78,PSP Public Credit I Inc.,PSP Public Credit I Inc.,PPCI,PPCI,,510,ppci
7aa3f44f-ea8d-4cef-8c33-c70efda2c9df,PSP Public Credit Opportunities Inc.,PSP Public Credit Opportunities Inc.,PPCO,PPCO,,511,ppco
9e59d306-1f42-4162-b405-500f9473ce45,PSP Public Markets Inc.,PSP Public Markets Inc.,PPM,PPM,,512,ppm
435f35f8-87cb-56bd-af01-58cbeac05d40,Public Appointments Commission Secretariat,Secrétariat de la Commission des nominations publiques,PACS,SCNP,60002,356,pacs-scnp
1c71053b-aa64-4646-956b-41631c396018,Public Health Agency of Canada,Agence de la santé publique du Canada,PHAC,ASPC,135,3,phac-aspc
3e9c5012-ad1d-452c-9432-4c3a66e5f1f8,Public Prosecution Service of Canada,Service des poursuites pénales du Canada,PPSC,SPPC,98,90,ppsc-sppc
7c0af243-753a-465f-8d46-c4ff7397d9b6,Public Safety Canada,Sécurité publique Canada,PS,SP,214,94,ps-sp
cb96bf79-aa67-5607-b042-b182a12837a2,Public Sector Pension Investment Board,Office d'investissement des régimes de pensions du secteur public,PSPIB,OIRPSP,185,234,pspib-oirpsp
b1686391-549b-4fad-8901-2721def98c1d,Public Servants Disclosure Protection Tribunal Canada,Le Tribunal de la protection des fonctionnaires divulgateurs Canada,PSDPT,TPFD,,332,psdpt-tpfd
2eabb728-4065-45cb-bd57-f9dc195d5325,Public Servants Disclosure Protection Tribunal Canada,Tribunal de la protection des fonctionnaires divulgateurs Canada,PSDPTC,TPFDC,40,332,psdptc-tpfdc
2ffba23b-83c0-425b-8846-952a407f3d6e,Public Service Commission of Canada,Commission de la fonction publique du Canada,PSC,CFP,227,93,psc-cfp
e359fc5e-4894-427a-ac68-013c197f47d7,Public Service Labour Relations Board,Commission des relations de travail dans la fonction publique,PSLRB,CRTFP,102,103,pslrb-crtfp
39c93b4d-4f69-4f43-a5b6-fff89e8b0df2,Public Services and Procurement Canada,Services publics et Approvisionnement Canada,PWGSC,TPSGC,81,114,pwgsc-tpsgc
1676844b-e41c-49c2-956c-14056ae1df3c,Public Service Staffing Tribunal,Tribunal de la dotation de la fonction publique,PSST,TDFP,266,121,psst-tdfp
c57b3bb0-24dc-40c5-9475-6768a71765e4,Quebec Lieutenant,Lieutenant du Québec,QL,LQ,,,ql-lq
00105186-7a84-5fb4-8833-3c9d1d1d898a,Quebec Port Authority,Administration portuaire de Québec,QPA,APQ,60004,235,qpa-apq
a9977135-d5ba-4dc5-a966-86937891cd95,RCMH-MRCF Inc.,RCMH-MRCF Inc.,RMRCF,RMRCF,,569,rmrcf
fe709a24-3483-49ef-9a04-8f61d0c2806f,RCMP External Review Committee,Comité externe d'examen de la GRC,ERC,CEE,232,100,erc-cee
6f4f66e2-a78f-401a-9c91-79cfb132905c,Red Isle Private Investments Inc.,Red Isle Private Investments Inc.,RIPI,RIPI,,563,ripi
6faac6d8-0e3c-4223-8280-cd9c057c5ba2,Registrar of the Supreme Court of Canada and that portion of the federal public administration appointed under subsection 12(2) of the Supreme Court Act,Registraire de la Cour suprême du Canada et le secteur de l'administration publique fédérale nommé en vertu du paragraphe 12(2) de la Loi sur la Cour suprême,SCC,CSC,63,113,scc-csc
760a68fa-0d34-4d8f-a146-294238d3c9eb,Registry of the Competition Tribunal,Greffe du Tribunal de la concurrence,RCT,GTC,89,331,rct-gtc
292037b6-d344-403c-b26f-2089f541e4ec,Revera Inc.,Revera Inc.,RI,RI,887744,564,ri
6b59d745-bfba-4c90-b593-06ca740c7c0a,Ridley Terminals Inc.,Ridley Terminals Inc.,RTI,TRI,142,237,rti-tri
3bfb10ce-f739-4836-abef-fff4c1cda62e,Royal Canadian Mint,Monnaie royale canadienne,Mint,Monnaie,18,239,mint-monnaie
32365b12-5bf6-4b3a-ad1f-f5dad76d2fdb,Royal Canadian Mounted Police,Gendarmerie royale du Canada,RCMP,GRC,131,97,rcmp-grc
abf1cd5a-0c3b-59a3-aa4f-eeef5f6b977a,Saguenay Port Authority,Administration portuaire du Saguenay,SPA,APS,78,240,spa-aps
4d88aa15-822c-48ea-b340-3d4a3b32d4cd,Sahtu Land and Water Board,Office des terres et des eaux du Sahtu,SLWB,OTES,,587,slwb-otes
666998ab-420a-4aba-9006-a43f9ad1ad7f,Sahtu Land Use Planning Board,Conseil de l'aménagement du territoire du Sahtu,SLUPB,CATS,,588,slupb-cats
5626cda5-35dd-4707-9088-672ea292c14c,Saint John Port Authority,Administration portuaire de Saint John,STJPA,APSTJ,,242,stjpa-apstj
14d92451-590d-4ae5-9e2e-ad00b903788d,Secretariat of the National Security and Intelligence Committee of Parliamentarians,Secrétariat du Comité des parlementaires sur la sécurité nationale et le renseignement,SNSICOP,SCPSNR,,359,snsicp-scpssnr
ed7f55ba-ecda-4599-8358-6d767b54e0cc,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité,SIRC,CSARS,109,109,sirc-csars
a793f17d-6bcd-47dd-97fe-f00835fb4a0d,Shared Services Canada,Services partagés Canada,SSC,SPC,92,53,ssc-spc
ba9e4fcd-845b-41a7-9671-06e836979177,Ship-source Oil Pollution Fund,Caisse d'indemnisation des dommages dus à la pollution par les hydrocarbures causée par les navires,SOPF,CIDP,65656,586,sopf-cidp
df295e03-841d-49be-aae6-32bb6ac093fb,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,SSHRC,CRSH,207,110,sshrc-crsh
901f0621-a2c8-41e9-ac93-a3c1a4fe1fe1,Social Security Tribunal of Canada,Tribunal de la Sécurité Sociale du Canada,SST,TSS,,346,sst-tss
3604024d-e348-49cb-b758-4b15c04d3e41,Sooke Investments Inc.,Sooke Investments Inc.,SINV,SINV,,565,sinv
c62b3639-18e6-420d-8c99-ee08339e4c72,Special Representative for the Prairies,Représentant spécial pour les Prairies,SRP,RSP,,,srp-rsp
0ca4c1a6-f751-438a-b215-000245174a3c,Specific Claims Tribunal,Tribunal des revendications particulières,SCT,TRP,,119,sct-trp
72f1cd74-bcd8-410f-9c67-d27afdc2ca40,Standards Council of Canada,Conseil canadien des normes,SCC-CCN,SCC-CCN,107,249,scc-ccn
a0f0fcfc-bc3b-4696-8b6d-e7e411d55bac,Statistics Canada,Statistique Canada,StatCan,StatCan,256,112,statcan
b3b6bbb7-2a9b-466e-b454-254408a21280,Status of Women Canada,Condition féminine Canada,SWC,CFC,147,30,swc-cfc
ea12ead1-29c2-5708-9e25-22156c33a3fe,St. John's Port Authority,Administration portuaire de St. John's,SJPA,APSJ,54,247,sjpa-apsj
414f6f6d-abfd-56a3-84d4-4ba6513115b6,Sustainable Development Technology Canada,Technologies du développement durable Canada,SDTC,TDDC,146,144,sdtc-tddc
c86106d4-d968-5d77-aa24-7a255cc6f9b1,Telefilm Canada,Téléfilm Canada,TF,TF,187,250,tf
11e44621-6b0c-47aa-88a2-4afa97e07090,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada,OCI,BEC,5555,83,oci-bec
7bd194ae-ee73-4eb2-8431-c8662a6a5708,The Joint Federal/Provincial Commission into the April 2020 Nova Scotia Mass Casualty,Commission fédérale-provinciale sur les événements d'avril 2020 en Nouvelle Écosse,JFPC,CFP,,,jfpc-cfp
fe84271e-2a3e-4a69-91a7-05fdb5d19ca8,The National Battlefields Commission,Commission des champs de bataille nationaux,NBC,CCBN,262,214,nbc-ccbn
ae299f30-3321-5d03-9f0f-7286cda0ad03,The Seaway International Bridge Corporation,"Corporation du pont international de la voie maritime, Ltée",SIBC,CPIVML,60005,484,sibc-cpivml
c4b385d2-488c-5c2b-8b61-5862df2b444f,The St. Mary's River Bridge Company,Société du pont de la Rivière Ste Marie,SMRBC,SPRSM,60006,,smrbc-sprsm
4e4a3a79-e26b-4635-a611-ea50e36ab0c0,Thunder Bay Port Authority,Administration portuaire de Thunder Bay,TBPA,APTB,,253,tbpa-aptb
670b47fd-4299-564c-9e79-a7481cb58a42,Toronto Port Authority,Administration portuaire de Toronto,TPA,APT,61,255,tpa-apt
730fb6c1-9c7c-4077-b15e-c34f68ab9237,Trans Mountain Corporation,Trans Mountain Corporation,tmc,tmc,,,tmc
0b4bc51a-ba88-4090-94ed-3d092bf7afe3,Transportation Appeal Tribunal of Canada,Tribunal d'appel des transports du Canada,TATC,TATC,,116,tatc-tatc
90819721-e2b5-48ff-ad4d-e8828c05947a,Transportation Appeal Tribunal of Canada,Tribunal d'appel des transports du Canada,TATC,TATC,96,116,tatc
6d84ab23-f352-42ef-9f6e-f025f17f9675,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada,TSB,BST,215,120,tsb-bst
aeae485f-42de-4d33-afa3-f8a3a76fc663,Transport Canada,Transports Canada,TC,TC,217,71,tc
5ef94202-c990-4d72-bb9d-e0113d814c77,Treasury Board,Conseil du Trésor,TB,CT,105,,tb-ct
81765fcd-32b3-4708-a593-3aa00705e62b,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada,TBS,SCT,139,117,tbs-sct
91c95c73-331a-4203-b282-cd5ae4a78d38,Trinity Bay Private Investments Inc.,Trinity Bay Private Investments Inc.,TBPI,TBPI,,566,tbpi
2fdbf68d-788e-4203-b6a8-1aa64e2095d6,Vancouver Fraser Port Authority,Administration portuaire Vancouver Fraser,VFPA,APVF,165860,258,vfpa-apvf
eadd6f05-3be4-4af6-ad22-4045878b73cb,Veterans Affairs Canada,Anciens Combattants Canada,VAC,ACC,189,35,vac-acc
8e8b4534-feb4-4980-8523-3fd66cb68568,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel),VRAB,TACRA,85,7,vrab-tacra
e3ac5f42-93aa-4076-b4fe-9b2740013443,VIA Rail Canada Inc.,VIA Rail Canada Inc.,VIA Rail,VIA Rail,55555,260,viarail
18977392-fcbc-4e78-acf5-5e207cf2bcf7,Via Rail High Frequency Rail,Via Rail train à grande fréquence,HGR,TGF,,,hgr-tgf
245939e0-7719-4597-88ba-47a9a28a7d50,VOP Investments Inc.,VOP Investments Inc.,VINV,VINV,,567,vinv
774c3b07-14d8-4e8b-a9b2-ac782449a767,Wek'eezhii Land and Water Board,Office Wek'eezhii des terres et des eaux,WLWB,OWTE,,,wlwb-owte
45f867de-3495-40d1-9a9f-ce66fbf27f28,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada,WD,DEO,55,122,wd-deo
4593c98c-db81-4680-b978-d21e83dbbcd0,Windsor-Detroit Bridge Authority,Autorité du pont Windsor-Détroit,WDBA,APWD,55553,283,wdba-apwd
6a5edf5f-f3f5-499e-b4e2-660aa444c513,Windsor Port Authority,Administration portuaire de Windsor,WPA,APW,,264,wpa-apw
9363a3b2-ba6b-4197-8afc-cd03407306bd,Women and Gender Equality Canada,Femmes et Égalité des genres Canada,wage,wage,190,593,wage
3f4723b9-6e7a-5df9-80e2-2dcc95b5c8a1,Yukon Environmental and Socio-economic Assessment Board,Office d'évaluation environnementale et socio-économique du Yukon,YESAB,OEESY,60007,589,yesab-oeesy
2a010677-4968-579e-9034-94ef304887db,Yukon Surface Rights Board,Office des droits de surface du Yukon,YSRB,ODSY,60008,590,ysrb-odsy
